ID,NAME,ADDRESS,STATE,LATITUDE,LONGITUDE,TYPE
1672560,STONE COUNTY MEDICAL CENTER,"2106 EAST MAIN STREET, HIGHWAY 14 EAST",AR,35.856583126,-92.0828645349999,HOSPITAL
2372454,PIGGOTT COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,AR,36.390119473,-90.20483796,HOSPITAL
1372543,BAPTIST HEALTH - HEBER SPRINGS,1800 BYPASS ROAD,AR,35.488569575999996,-92.057981141,HOSPITAL
2472110,ST. VINCENT MORRILTON,4 HOSPITAL DRIVE,AR,35.168014912,-92.72135131700001,HOSPITAL
3072205,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET,AR,34.7490251460001,-92.320137314,HOSPITAL
5000000,BAPTIST HEALTH MEDICAL CENTER - NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,AR,34.783654887000104,-92.223409163,HOSPITAL
6972113,UNITED METHODIST BEHAVIORAL HEALTH SYSTEMS,1601 MURPHY DRIVE,AR,34.8764356660001,-92.394413249,HOSPITAL
1971901,LEO N. LEVI NATIONAL ARTHRITIS HOSPITAL,300 PROSPECT AVENUE,AR,34.509897065000104,-93.057577489,HOSPITAL
4671901,HOT SPRINGS REHABILITATION CENTER,105 RESERVE STREET,AR,34.5121250130001,-93.05260787200001,HOSPITAL
5971913,CHI ST VINCENT HOSPITAL HOT SPRINGS,300 WERNER STREET,AR,34.46802567,-93.066270414,HOSPITAL
6600000,BAPTIST HEALTH MEDICAL CENTER - HOT SPRING COUNTY,1001 SCHNEIDER DRIVE,AR,34.358774038,-92.78588840100001,HOSPITAL
3971603,ARKANSAS DEPT. OF CORRECTION-DIAGNOSTIC UNIT,7500 CORRECTIONS CIRCLE,AR,34.2221914250001,-92.082686048,HOSPITAL
6871603,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,AR,34.1877346910001,-92.017680195,HOSPITAL
2772703,HEALTHSOUTH REHABILITATION HOSPITAL,153 EAST MONTE PAINTER DRIVE,AR,36.109099384000004,-94.15484503799999,HOSPITAL
9372703,VANTAGE POINT OF NORTHWEST ARKANSAS,4253 CROSSOVER ROAD,AR,36.1278907560001,-94.119851426,HOSPITAL
9672762,NORTHWEST MEDICAL CENTER - WILLOW CREEK WOMEN'S HOSPITAL,4301 GREATHOUSE SPRINGS ROAD,AR,36.1355102700001,-94.1862192249999,HOSPITAL
3271953,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,AR,34.589053600999996,-94.22163124299999,HOSPITAL
4972927,MERCY HOSPITAL BOONEVILLE,880 WEST MAIN STREET,AR,35.140321922000105,-93.93517063199991,HOSPITAL
5172855,MERCY HOSPITAL PARIS,500 EAST ACADEMY,AR,35.289293339000004,-93.724878549,HOSPITAL
62572396,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,AR,35.219557916999996,-90.78664053599991,HOSPITAL
64072205,BAPTIST HEALTH REHABILITATION INSTITUTE,9601 BAPTIST HEALTH DRIVE,AR,34.74429608,-92.381816086,HOSPITAL
62472160,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ROAD,AR,34.5175108030001,-91.55829954200001,HOSPITAL
81532026,UNION CORRECTIONAL INSTITUTE HOSPITAL,7819 NW 228TH ST,FL,30.0670519110001,-82.193850377,HOSPITAL
81632806,WINNIE PALMER HOSPITAL FOR WOMEN & BABIES,83 W MILLER ST,FL,28.5243398650001,-81.379153603,HOSPITAL
82032514,WEST FLORIDA REHABILITATION INSTITUTE,8391 N DAVIS HWY,FL,30.516340123000102,-87.21686302200001,HOSPITAL
82633607,ST JOSEPH'S WOMEN'S HOSPITAL,3030 W DR ML KING JR BLVD,FL,27.980230884,-82.492208722,HOSPITAL
80132535,CENTURY HOSPITAL MEDICAL CENTER,501 CHURCH ST,FL,30.970393835,-87.257597991,HOSPITAL
5932821,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,6601 CENTRAL FLORIDA PKWY,FL,28.409114054,-81.469593393,HOSPITAL
10232803,ADVENTHEALTH ORLANDO,601 E ROLLINS ST,FL,28.574414350999998,-81.369996427,HOSPITAL
11832822,ADVENTHEALTH EAST ORLANDO,7727 LAKE UNDERHILL RD,FL,28.539980254000103,-81.281540116,HOSPITAL
15534761,HEALTH CENTRAL,10000 W COLONIAL DR,FL,28.549662416,-81.5276599279999,HOSPITAL
34232803,SELECT SPECIALTY HOSPITAL - ORLANDO NORTH,2250 BEDFORD RD,FL,28.5722967250001,-81.37044179600001,HOSPITAL
38334769,ST CLOUD REGIONAL MEDICAL CENTER,2906 17TH ST,FL,28.24362232,-81.30280672399991,HOSPITAL
3333435,BETHESDA HOSPITAL EAST,2815 S SEACREST BLVD,FL,26.5050572330001,-80.070563971,HOSPITAL
14133401,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,FL,26.7254617310001,-80.0518812669999,HOSPITAL
6833407,JFK MEDICAL CENTER NORTH CAMPUS,2201 45TH ST,FL,26.761323589,-80.08787269300001,HOSPITAL
19933418,KINDRED HOSPITAL PALM BEACHES,5555 W BLUE HERON BLVD,FL,26.7829789510001,-80.1104593429999,HOSPITAL
39133407,ST MARY'S MEDICAL CENTER,901 45TH ST,FL,26.755871143,-80.06246203099991,HOSPITAL
42033428,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,FL,26.3561962630001,-80.199188577,HOSPITAL
42633410,WEST PALM BEACH VA MEDICAL CENTER,7305 N MILITARY TRAIL,FL,26.784928027,-80.11247523600001,HOSPITAL
12934689,ADVENTHEALTH NORTH PINELLAS,1395 S PINELLAS AVE,FL,28.132933815999998,-82.75778618,HOSPITAL
26833756,MORTON PLANT HOSPITAL,300 PINELLAS ST,FL,27.952816746999996,-82.80369683800001,HOSPITAL
39333710,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,FL,27.8054392110001,-82.727538744,HOSPITAL
12233872,ADVENTHEALTH SEBRING,4200 SUN N LAKE BLVD,FL,27.539751274,-81.50920998399991,HOSPITAL
13233613,ADVENTHEALTH TAMPA,3100 E FLETCHER AVE,FL,28.0710959690001,-82.4240611769999,HOSPITAL
18933612,JAMES A HALEY VETERANS' HOSPITAL,13000 BRUCE B DOWNS BLVD,FL,28.064409101,-82.429277019,HOSPITAL
36033612,SHRINERS HOSPITALS FOR CHILDREN - TAMPA,12502 USF PINE DR,FL,28.0615605200001,-82.42284161,HOSPITAL
36433563,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,FL,28.015678848000103,-82.138929363,HOSPITAL
38833558,ST JOSEPH'S HOSPITAL NORTH,4211 VAN DYKE RD,FL,28.1295801160001,-82.509675586,HOSPITAL
37734609,SPRINGBROOK HOSPITAL,7007 GROVE RD,FL,28.532935538000103,-82.484208672,HOSPITAL
32432054,RECEPTION AND MEDICAL CENTER HOSPITAL,7765 S COUNTY RD 231,FL,29.988435252,-82.357635252,HOSPITAL
7834233,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,FL,27.3019576310001,-82.453350609,HOSPITAL
5533990,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,FL,26.639205177000104,-81.942022498,HOSPITAL
11532721,ADVENTHEALTH DELAND,701 W PLYMOUTH AVE,FL,29.04365274,-81.3173440369999,HOSPITAL
13032176,FLORIDA HOSPITAL OCEANSIDE,264 S ATLANTIC AVE,FL,29.284636683000002,-81.03686657,HOSPITAL
15432117,HALIFAX PSYCHIATRIC CENTER-NORTH,841 JIMMY ANN DR,FL,29.21401967,-81.068593274,HOSPITAL
21233853,LAKE WALES MEDICAL CENTER,410 S 11TH ST,FL,27.8961999320001,-81.5652762679999,HOSPITAL
5432931,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CSWY,FL,28.3601248030001,-80.62298516999991,HOSPITAL
44032955,ROCKLEDGE REGIONAL MEDICAL CENTER,110 LONGWOOD AVE,FL,28.334993796,-80.72282544099991,HOSPITAL
17533308,HOLY CROSS HOSPITAL,4725 N FEDERAL HWY,FL,26.186461071999997,-80.11993790299991,HOSPITAL
25133029,MEMORIAL HOSPITAL MIRAMAR,1901 SW 172ND AVE,FL,25.990868152000104,-80.37275117899999,HOSPITAL
7333040,DEPOO HOSPITAL,1200 KENNEDY DR,FL,24.5641986040001,-81.767407002,HOSPITAL
31733317,PLANTATION GENERAL HOSPITAL,401 NW 42ND AVE,FL,26.1264094490001,-80.205267662,HOSPITAL
40933321,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,FL,26.212150328000103,-80.254154295,HOSPITAL
23733070,MARINERS HOSPITAL,91500 OVERSEAS HWY,FL,25.006156544000103,-80.52230507899999,HOSPITAL
28133150,NORTH SHORE MEDICAL CENTER,1100 NW 95TH ST,FL,25.859785949000102,-80.214704105,HOSPITAL
36633034,SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,18680 SW 376 ST,FL,25.4194064500001,-80.49142975099991,HOSPITAL
36933143,SOUTH MIAMI HOSPITAL,6200 SW 73RD ST,FL,25.702107773,-80.294273177,HOSPITAL
42534474,WEST MARION COMMUNITY HOSPITAL,4600 SW 46TH CT,FL,29.1411010300001,-82.200081117,HOSPITAL
23234208,CENTERSTONE OF FLORIDA,2020 26TH AVE E,FL,27.475655166,-82.539686466,HOSPITAL
18032446,JACKSON HOSPITAL,4250 HOSPITAL DR,FL,30.786844413,-85.241314825,HOSPITAL
27932539,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVE SE,FL,30.735354627,-86.56252528600001,HOSPITAL
21032025,LAKE CITY VA MEDICAL CENTER,619 S MARION AVE,FL,30.18182054,-82.636053465,HOSPITAL
42132570,WEST FLORIDA COMMUNITY CARE CENTER,5500 STEWART ST,FL,30.634375370999997,-87.04253328200001,HOSPITAL
39632308,TALLAHASSEE MEMORIAL HOSPITAL,1300 MICCOSUKEE RD,FL,30.456880933,-84.261407288,HOSPITAL
1132501,BAPTIST HOSPITAL,1000 W MORENO ST,FL,30.429417895,-87.230420903,HOSPITAL
2132258,BAPTIST MEDICAL CENTER SOUTH,14550 OLD SAINT AUGUSTINE RD,FL,30.138777863,-81.53538488899991,HOSPITAL
4032216,BROOKS REHABILITATION HOSPITAL,3599 UNIVERSITY BLVD S,FL,30.290213743000002,-81.60117475399991,HOSPITAL
37532207,CURAHEALTH JACKSONVILLE,4901 RICHARD ST,FL,30.271624401999997,-81.615461889,HOSPITAL
2632401,BAY AREA CENTER SACRED HEART HEALTH SYSTEM,615 N BONITA AVE,FL,30.1597318300001,-85.64753237799991,HOSPITAL
15932405,ENCOMPASS HEALTH EMERALD COAST REHABILITATION OF PANAMA CITY,1847 FLORIDA AVE,FL,30.181889921,-85.669174992,HOSPITAL
15632435,HEALTHMARK REGIONAL MEDICAL CENTER,4413 US HWY 331 S,FL,30.6597162210001,-86.117950419,HOSPITAL
79233950,RIVERSIDE BEHAVIORAL CENTER,733 E OLYMPIA AVE,FL,26.939444425,-82.040526139,HOSPITAL
79333469,SANDY PINES PSYCHIATRIC HOSPITAL,11301 SE TEQUESTA TER,FL,26.9770683790001,-80.1016992369999,HOSPITAL
82132501,LAKEVIEW CENTER - PSYCHIATRIC HOSPITAL,1201 W HERNANDEZ ST,FL,30.4323569000001,-87.233155885,HOSPITAL
80834950,LAWNWOOD PAVILION - PSYCHIATRIC HOSPITAL,1860 N LAWNWOOD CIR,FL,27.4338006610001,-80.3456378779999,HOSPITAL
35733472,BETHESDA HOSPITAL WEST,9655 W BOYNTON BEACH BLVD,FL,26.529728045000102,-80.199767724,HOSPITAL
4134601,BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,FL,28.5388338240001,-82.44349159800001,HOSPITAL
44332542,96TH MEDICAL GROUP-EGLIN HOSPITAL,307 BOATNER RD,FL,30.4608398550001,-86.555232652,HOSPITAL
30133012,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,1475 W 49TH ST,FL,25.868542425999998,-80.312269678,HOSPITAL
35332209,UF HEALTH JACKSONVILLE,655 W 8TH ST,FL,30.3485052390001,-81.664274824,HOSPITAL
22634748,LEESBURG REHABILITATION HOSPITAL,700 N PALMETTO ST,FL,28.818101859000002,-81.874400217,HOSPITAL
21532808,ASPIRE HEALTH PARTNERS INC,1800 MERCY DR,FL,28.567632892000102,-81.434244883,HOSPITAL
6333950,BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,FL,26.940946417000102,-82.040277401,HOSPITAL
36533578,ST JOSEPH'S HOSPITAL SOUTH,6901 SIMMONS LOOP,FL,27.787781212,-82.34510464,HOSPITAL
36833544,ADVENTHEALTH WESLEY CHAPEL,2600 BRUCE B DOWNS BLVD,FL,28.195624133000003,-82.351142607,HOSPITAL
41233136,UNIVERSITY OF MIAMI HOSPITAL AND CLINICS,1475 NW 12TH AVE,FL,25.7882977530001,-80.215652506,HOSPITAL
36933543,NORTH TAMPA BEHAVIORAL HEALTH,29910 SR 56,FL,28.2003665390001,-82.3238114179999,HOSPITAL
32533880,WINTER HAVEN WOMEN'S HOSPITAL,101 AVE O SE,FL,28.0089756850001,-81.72617785599991,HOSPITAL
771832,DE QUEEN MEDICAL CENTER,1306 WEST COLLIN RAYE DRIVE,AR,34.048100792000106,-94.35258284199992,HOSPITAL
8272923,VALLEY BEHAVIORAL HEALTH SYSTEM,10301 MAYO ROAD,AR,35.3413375270001,-94.31306819,HOSPITAL
8172019,RIVENDELL BEHAVIORAL HEALTH SERVICES,100 RIVENDELL DRIVE,AR,34.613845978,-92.532931331,HOSPITAL
3472401,ST. BERNARDS BEHAVIORAL HEALTH,2712 EAST JOHNSON AVENUE,AR,35.852214823000104,-90.669789258,HOSPITAL
3672401,ST. BERNARDS MEDICAL CENTER,225 EAST JACKSON AVENUE,AR,35.8364980210001,-90.70261858200001,HOSPITAL
971635,ASHLEY COUNTY MEDICAL CENTER,1015 UNITY ROAD,AR,33.138454159,-91.9387990499999,HOSPITAL
5272315,GREAT RIVER MEDICAL CENTER,1520 NORTH DIVISION STREET,AR,35.9430199330001,-89.917311252,HOSPITAL
5600000,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,AR,34.486105111,-93.03538527099991,HOSPITAL
4071822,LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,AR,33.6692528180001,-94.1348520239999,HOSPITAL
13772903,MERCY ORTHOPEDIC HOSPITAL FORT SMITH,3601 SOUTH 79TH STREET,AR,35.347456976,-94.343453215,HOSPITAL
61672703,NORTHWEST HEALTH PHYSICIANS' SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,AR,36.121326364,-94.13403959700001,HOSPITAL
32334972,RAULERSON HOSPITAL,1796 HWY 441 NORTH,FL,27.2602680250001,-80.8286949769999,HOSPITAL
10832703,ADVENTHEALTH APOPKA,201 N PARK AVE,FL,28.680891758,-81.50807586399999,HOSPITAL
29732803,ORLANDO VETERANS AFFAIRS MEDICAL CENTER,5201 RAYMOND STREET,FL,28.580359705,-81.3217761399999,HOSPITAL
11434747,ADVENTHEALTH CELEBRATION,400 CELEBRATION PLACE,FL,28.328128482000103,-81.54085293299991,HOSPITAL
29834741,OSCEOLA REGIONAL MEDICAL CENTER,700 W OAK ST,FL,28.29968039,-81.40919031,HOSPITAL
22434748,LEESBURG REGIONAL MEDICAL CENTER,600 E DIXIE AVE,FL,28.807834788,-81.868314286,HOSPITAL
17932960,CLEVELAND CLINIC INDIAN RIVER MEDICAL CENTER,1000 36TH ST,FL,27.6584231050001,-80.39516331399992,HOSPITAL
21933774,LARGO MEDICAL CENTER - INDIAN ROCKS,2025 INDIAN ROCKS RD,FL,27.898712366999998,-82.82486654600001,HOSPITAL
24534698,MEASE DUNEDIN HOSPITAL,601 MAIN ST,FL,28.0135453180001,-82.78322148,HOSPITAL
30433707,PALMS OF PASADENA HOSPITAL,1501 PASADENA AVE S,FL,27.7530805050001,-82.74014146100001,HOSPITAL
43333764,WINDMOOR HEALTHCARE OF CLEARWATER,11300 US HWY 19 N,FL,27.874754828000103,-82.7108457269999,HOSPITAL
12333852,ADVENTHEALTH LAKE PLACID,1210 US 27 N,FL,27.320042856999997,-81.3697301349999,HOSPITAL
17233870,HIGHLANDS REGIONAL MEDICAL CENTER,3600 S HIGHLANDS AVE,FL,27.465589235,-81.432960583,HOSPITAL
20133611,KINDRED HOSPITAL-BAY AREA-TAMPA,4555 S MANHATTAN AVE,FL,27.898069089,-82.519059794,HOSPITAL
25233609,MEMORIAL HOSPITAL OF TAMPA,2901 SWANN AVE,FL,27.9379217800001,-82.4899045459999,HOSPITAL
39833606,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,FL,27.9379627000001,-82.45915531600001,HOSPITAL
16933440,HENDRY REGIONAL MEDICAL CENTER,524 W SAGAMORE AVE,FL,26.752681398000004,-80.941265554,HOSPITAL
40433615,TAMPA COMMUNITY HOSPITAL,6001 WEBB RD,FL,28.0023845740001,-82.5741747549999,HOSPITAL
6934240,COMPLEX CARE HOSPITAL AT RIDGELAKE,6150 EDGELAKE DR,FL,27.301848578,-82.44633807,HOSPITAL
33734239,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,FL,27.317850784,-82.5310823419999,HOSPITAL
6232771,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W SEMINOLE BLVD,FL,28.814536166999996,-81.28363207,HOSPITAL
37332750,ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL,555 W STATE RD 434,FL,28.699206583000002,-81.352911665,HOSPITAL
15833908,HEALTHPARK MEDICAL CENTER,9981 HEALTHPARK CIR,FL,26.5072800040001,-81.91304827100001,HOSPITAL
22233901,LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVE,FL,26.6283919100001,-81.87402430299991,HOSPITAL
15132114,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,FL,29.202384954,-81.054827885,HOSPITAL
15332127,HALIFAX HEALTH MEDICAL CENTER- PORT ORANGE,1041 DUNLAWTON AVE,FL,29.126211508,-81.00857384300001,HOSPITAL
32734667,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY RD,FL,28.3619604850001,-82.68825592399999,HOSPITAL
16833837,HEART OF FLORIDA REGIONAL MEDICAL CENTER,40100 US HWY 27 N,FL,28.18143194,-81.641412745,HOSPITAL
21433805,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,FL,28.060381948000003,-81.954076325,HOSPITAL
43433881,WINTER HAVEN HOSPITAL,200 AVE F NE,FL,28.028483337000104,-81.725611687,HOSPITAL
6532901,CIRCLES OF CARE,400 E SHERIDAN RD,FL,28.0899205900001,-80.61591568599991,HOSPITAL
17432901,HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,FL,28.087198017,-80.614437596,HOSPITAL
30932796,PARRISH MEDICAL CENTER,951 N WASHINGTON AVE,FL,28.63074177,-80.824201472,HOSPITAL
4233065,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,FL,26.268752781,-80.255656216,HOSPITAL
4833064,BROWARD HEALTH NORTH,201 E SAMPLE RD,FL,26.2770037390001,-80.120963778,HOSPITAL
6733326,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,FL,26.0819221680001,-80.364894753,HOSPITAL
13833301,FORT LAUDERDALE HOSPITAL,1601 E LAS OLAS BLVD,FL,26.1196184630001,-80.1267737269999,HOSPITAL
20533301,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,1516 E LAS OLAS BLVD,FL,26.119086647000103,-80.127550057,HOSPITAL
25733028,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,FL,26.0130154080001,-80.310800362,HOSPITAL
25933021,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,FL,26.018941805999997,-80.1800219899999,HOSPITAL
28833063,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,FL,26.262974814000103,-80.2028860349999,HOSPITAL
36733025,SOUTH FLORIDA STATE HOSPITAL,800 E CYPRESS DR,FL,26.001434348000004,-80.24980234600001,HOSPITAL
38033311,ST ANTHONY'S REHABILITATION HOSPITAL,3487 NW 30TH ST,FL,26.1636182880001,-80.19348044600001,HOSPITAL
6634452,CITRUS MEMORIAL HOSPITAL,502 HIGHLAND BLVD,FL,28.834034386,-82.335795713,HOSPITAL
22933040,LOWER KEYS MEDICAL CENTER,5900 COLLEGE RD,FL,24.580824948000004,-81.742580275,HOSPITAL
933180,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,FL,25.970203182,-80.145396222,HOSPITAL
7633146,DOCTORS HOSPITAL,5000 UNIVERSITY DR,FL,25.724103102000104,-80.27423108100001,HOSPITAL
17733033,HOMESTEAD HOSPITAL,975 BAPTIST WAY,FL,25.479974487,-80.43008633699999,HOSPITAL
18433136,JACKSON MEMORIAL HOSPITAL,1611 NW 12TH AVE,FL,25.792347385,-80.213487745,HOSPITAL
18633169,JACKSON NORTH,160 NW 170TH ST,FL,25.930410789000103,-80.203685636,HOSPITAL
20433134,KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES,5190 SW 8TH ST,FL,25.763716786,-80.27894771,HOSPITAL
27333140,MOUNT SINAI MEDICAL CENTER,4300 ALTON RD,FL,25.813219094,-80.13968156199999,HOSPITAL
26633155,NICKLAUS CHILDREN'S HOSPITAL,3100 SW 62ND AVE,FL,25.741456240999998,-80.2942967499999,HOSPITAL
42733155,WESTCHESTER GENERAL HOSPITAL,2500 SW 75TH AVE,FL,25.7475093570001,-80.317455847,HOSPITAL
23834997,CLEVELAND CLINIC MARTIN SOUTH,2100 SE SALERNO RD,FL,27.1336514440001,-80.224216616,HOSPITAL
29034474,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVE,FL,29.175396415,-82.13679178099991,HOSPITAL
41734474,THE VINES HOSPITAL,3130 SW 27TH AVE,FL,29.155554255,-82.1705288759999,HOSPITAL
35632714,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,831 S STATE RD 434,FL,28.646330559000003,-81.413059077,HOSPITAL
30833908,PARK ROYAL HOSPITAL,9241 PARK ROYAL DR,FL,26.5104316580001,-81.9095689819999,HOSPITAL
35933905,SELECT SPECIALITY HOSPITAL OF FORT MYERS,3050 CHAMPION RING RD,FL,26.630410497000103,-81.802950584,HOSPITAL
41033136,UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,FL,25.7886720110001,-80.215915662,HOSPITAL
26233133,MERCY HOSPITAL,3663 S MIAMI AVE,FL,25.740158623000102,-80.21435329,HOSPITAL
26433126,VARIETY CHILDRENS HOSPITAL,5959 NW 7TH ST,FL,25.77831589,-80.29358797,HOSPITAL
31534114,PHYSICIANS REGIONAL - COLLIER BOULEVARD,8300 COLLIER BLVD,FL,26.1055354210001,-81.684884772,HOSPITAL
7672833,CHAMBERS MEMORIAL HOSPITAL,719 DETROIT STREET,AR,35.054429783,-93.388059141,HOSPITAL
2171653,CHICOT MEMORIAL MEDICAL CENTER,2729 HIGHWAY 65 AND 82 SOUTH,AR,33.306598766,-91.29038903899999,HOSPITAL
1200000,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,AR,35.040019253000004,-90.7758839209999,HOSPITAL
10071655,DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,AR,33.610884587,-91.81679406599991,HOSPITAL
6572401,THE SURGICAL HOSPITAL OF JONESBORO,909 ENTERPRISE DRIVE,AR,35.8100698640001,-90.69154202799999,HOSPITAL
1572042,DE WITT HOSPITAL & NURSING HOME,1641 SOUTH WHITEHEAD DRIVE,AR,34.2797948740001,-91.338231193,HOSPITAL
9172901,BAPTIST HEALTH MEDICAL CENTER - FORT SMITH,1001 TOWSON AVE,AR,35.374947809,-94.419457299,HOSPITAL
1771730,MEDICAL CENTER OF SOUTH ARKANSAS,700 WEST GROVE STREET,AR,33.220726896,-92.67109374799999,HOSPITAL
8971654,MCGEHEE-DESHA COUNTY HOSPITAL,900 SOUTH THIRD STREET,AR,33.6184553160001,-91.39227633899999,HOSPITAL
4472034,CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVENUE,AR,35.085668045,-92.4578836009999,HOSPITAL
4572034,CONWAY REGIONAL REHABILITATION HOSPITAL,2210 ROBINSON STREET,AR,35.089291132,-92.4556860549999,HOSPITAL
4872476,LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,AR,36.0737585000001,-90.967823451,HOSPITAL
